1111	197
788	197
799	198
820	199
765	197
711	198
611	198
604	199
786	197
712	198
701	197
780	196
649	196
636	199
646	198
903	199
836	197
766	197
615	198
728	196
830	197
724	198
748	195
819	199
837	199
600	197
711	198
639	199
897	197
868	197
793	198
590	198
781	197
836	196
712	199
759	197
795	198
628	198
873	199
656	198
0	198
736	197
683	196
671	199
658	196
774	193
827	198
592	199
809	196
623	199
702	197
755	200
602	198
692	200
681	199
661	198
756	196
825	199
831	197
836	198
758	196
814	196
747	199
771	199
684	196
0	198
798	192
638	197
838	197
760	198
796	198
787	200
599	197
900	199
601	194
629	198
931	199
753	198
676	200
714	198
635	198
850	197
814	194
722	195
803	198
682	198
643	198
594	198
679	195
580	199
790	198
668	194
686	195
720	198
865	199
902	197
677	199
728	199
679	199
734	194
688	195
720	198
902	199
759	198
875	199
741	199
641	195
658	198
708	198
738	197
662	196
814	199
591	196
808	198
663	199
916	199
683	199
788	199
631	198
704	195
635	198
801	199
685	198
729	197
640	199
851	199
898	198
675	199
1	198
624	198
595	198
635	198
896	196
705	197
731	199
706	198
686	198
838	196
715	198
671	197
667	199
750	197
795	196
677	198
696	197
767	199
0	199
879	196
763	198
697	198
711	199
715	196
748	194
773	199
780	199
742	199
651	198
764	199
817	198
732	195
656	199
639	198
659	198
674	199
607	197
722	198
611	198
1	196
828	200
832	197
594	199
679	199
700	196
743	197
763	198
766	196
1	197
625	198
707	199
700	198
797	199
650	197
862	196
851	199
761	199
797	197
684	197
799	199
757	197
741	198
657	198
778	198
0	198
629	198
753	199
681	200
844	197
625	196
761	197
746	198
833	199
700	199
564	198
820	198
861	199
681	196
869	196
853	199
785	199
0	198
2	199
820	196
625	199
794	198
736	198
669	199
584	198
598	199
741	198
683	197
819	198
825	198
760	198
864	199
847	198
732	197
737	199
686	199
645	198
786	200
656	198
793	198
632	195
879	198
782	198
663	198
734	200
785	198
742	199
708	196
728	195
726	199
853	198
792	198
766	198
853	197
756	200
621	197
623	197
671	200
844	197
601	199
850	196
807	199
680	197
773	197
825	197
760	198
762	197
708	198
721	200
855	197
844	197
735	198
828	198
752	195
735	198
700	199
590	197
834	198
617	196
691	199
0	199
752	198
642	199
699	199
812	196
811	196
704	199
851	198
663	199
632	199
736	199
877	198
781	199
694	198
653	200
831	199
757	197
806	197
636	198
681	197
677	197
814	199
710	196
677	198
844	197
852	199
875	198
826	199
700	195
645	199
725	198
760	199
767	198
765	195
931	199
656	197
727	199
858	199
